"user_id","game_name","payment_date","revenue_amount_usd","p_month","month_rev","prev_month","prev_month_rev","next_month","next_month_rev"
ZmjMhgyYl6o8iFq964FEWg==,game 3,2022-04-02,27.57,2022-04-01,82.71,2022-03-01,54.60,2022-05-01,81.0
o55dseByUOl9s5IQCz1kuQ==,game 3,2022-05-12,16.44,2022-05-01,82.20,2022-04-01,86.88,2022-06-01,66.30
GOl6BQXsy0zvbvIWIoKEQw==,game 3,2022-07-12,13.98,2022-07-01,27.96,,,2022-08-01,76.23
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-05-01,15.21,2022-05-01,30.42,,,2022-06-01,41.88
ZU1vF9G4TjB+iEZ001MU3g==,game 3,2022-06-25,17.22,2022-06-01,17.22,,,2022-07-01,22.2
"1KzlDBp5hORL7Y5PBaB+0g==",game 3,2022-09-27,18.42,2022-09-01,73.68,,,2022-10-01,77.19
HWpnvfSvYzUsQCcCKhetIg==,game 3,2022-08-09,19.08,2022-08-01,76.32,2022-07-01,56.46,2022-09-01,73.80
wjWDL/+l9D+LVt/9gNMH5Q==,game 3,2022-05-21,12.12,2022-05-01,12.12,,,2022-06-01,13.08
VzxrkGURuahRUx/43mjAFQ==,game 3,2022-08-20,21.87,2022-08-01,21.87,2022-07-01,17.16,,
hRkRI5YBVIH6bbqIDTbung==,game 3,2022-05-14,16.44,2022-05-01,49.32,2022-04-01,67.26,,
wDXJbTe2RLmAMKsPm5zZDg==,game 3,2022-10-20,17.61,2022-10-01,17.61,2022-09-01,24.33,,
ildaqkizLaFesmkjCvlzmQ==,game 3,2022-07-21,17.07,2022-07-01,153.63,2022-06-01,163.62,2022-08-01,174.69
A6QTeGOKjaGkGkRCFqNybw==,game 3,2022-08-30,15.39,2022-08-01,15.39,,,,
cjAwQwy//1xm2O5pNRveqw==,game 3,2022-11-13,12.21,2022-11-01,36.63,2022-10-01,74.28,2022-12-01,37.89
d7kiN4CYGndV2/L4yQeZ4g==,game 3,2022-11-05,19.65,2022-11-01,294.75,2022-10-01,300.60,2022-12-01,307.71
"7RkS5ikrXwWByJobMXv2sA==",game 3,2022-11-12,28.62,2022-11-01,57.24,2022-10-01,51.78,2022-12-01,66.93
wDXJbTe2RLmAMKsPm5zZDg==,game 3,2022-08-27,21.03,2022-08-01,63.09,2022-07-01,76.92,2022-09-01,72.99
zeu++qOqokuGcT0ghN97bQ==,game 3,2022-08-16,30.75,2022-08-01,30.75,,,,
fvYhEtD56gROaXqCi9/z/Q==,game 3,2022-08-19,34.98,2022-08-01,209.88,2022-07-01,145.14,2022-09-01,156.96
zSepnWFgLH0tQb1s4mxKZQ==,game 3,2022-04-13,25.47,2022-04-01,25.47,2022-03-01,23.01,2022-05-01,16.05
"7SeM1pmnTTTXfhI+x3ldng==",game 3,2022-07-11,28.2,2022-07-01,56.4,,,2022-08-01,55.56
QoHEss2e+b385deeX2p39Q==,game 3,2022-07-14,37.92,2022-07-01,151.68,2022-06-01,82.08,2022-08-01,142.86
V7J42heW8l19wiBJ8UpRyw==,game 3,2022-03-16,22.47,2022-03-01,44.94,,,2022-04-01,36.84
nPrRQwP3UZo2KBlM2mJ8fg==,game 3,2022-09-26,17.16,2022-09-01,51.48,2022-08-01,45.99,2022-10-01,60.03
fuL+cD0zV6Gn4ypTYmXUgw==,game 3,2022-10-25,38.04,2022-10-01,570.60,2022-09-01,483.30,2022-11-01,255.96
WMcncRFNp4e91e/Y3CwEvQ==,game 3,2022-09-12,26.28,2022-09-01,52.56,2022-08-01,41.16,2022-10-01,39.48
gT0iqDKuIXNm4ceMd9eZ1A==,game 3,2022-08-30,26.61,2022-08-01,319.32,2022-07-01,276.57,2022-09-01,199.80
ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,2022-04-26,23.79,2022-04-01,47.58,,,2022-05-01,38.76
Lug+Yg90jslWgHEN6dc+Ng==,game 3,2022-06-30,18.66,2022-06-01,93.30,,,2022-07-01,93.36
FLqAK4qKiMkvlLBgGwbBnQ==,game 3,2022-08-03,16.77,2022-08-01,50.31,,,2022-09-01,44.70
s27V1tbCAysovKSY1XcdWQ==,game 3,2022-04-03,16.44,2022-04-01,16.44,2022-03-01,22.95,2022-05-01,12.15
PzG6g7FMYUPp0RMvXhfesQ==,game 3,2022-12-24,15.9,2022-12-01,15.9,2022-11-01,13.74,,
"1BBMagZRq/39AV1l2rm4Iw==",game 3,2022-11-27,14.67,2022-11-01,44.01,2022-10-01,55.80,,
xnLJlU804PSS9tXKmm7gZQ==,game 3,2022-10-04,13.44,2022-10-01,80.64,2022-09-01,98.10,2022-11-01,90.48
mRT725ZK68AhE3Sk9xH5cw==,game 3,2022-12-05,26.55,2022-12-01,26.55,2022-11-01,17.28,,
fXlo39/YD2z9SEVShTXp6w==,game 3,2022-05-08,17.34,2022-05-01,17.34,,,,
"72brUr/DKItStlTen5pHYg==",game 3,2022-03-23,24.15,2022-03-01,24.15,,,,
ORSvkhCut21rsk0cVtJfJA==,game 3,2022-11-30,14.19,2022-11-01,56.76,2022-10-01,95.22,2022-12-01,112.44
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-08-08,18.15,2022-08-01,163.35,,,2022-09-01,220.08
rw8yxS9+t5PvgINa7EhMvQ==,game 3,2022-09-28,19.44,2022-09-01,58.32,2022-08-01,42.51,,
RQBsCvxlogTNUidSygqgcQ==,game 3,2022-06-03,17.07,2022-06-01,17.07,2022-05-01,12.18,2022-07-01,29.34
rw8yxS9+t5PvgINa7EhMvQ==,game 3,2022-12-09,19.08,2022-12-01,19.08,,,,
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-11-15,15.27,2022-11-01,30.54,2022-10-01,35.73,,
mRT725ZK68AhE3Sk9xH5cw==,game 3,2022-10-01,19.5,2022-10-01,19.5,,,2022-11-01,17.28
fuL+cD0zV6Gn4ypTYmXUgw==,game 3,2022-07-29,24.45,2022-07-01,73.35,,,2022-08-01,57.60
BDvlXttM/hbupcLic+5ZWg==,game 3,2022-12-06,13.5,2022-12-01,40.5,2022-11-01,58.98,,
o55dseByUOl9s5IQCz1kuQ==,game 3,2022-04-27,17.1,2022-04-01,17.1,2022-03-01,23.16,2022-05-01,16.44
zmZPan/KZoyrIR2r/SvLdA==,game 3,2022-05-24,19.29,2022-05-01,19.29,,,,
hkNuy6dTFIFcsQQfT5YkwQ==,game 3,2022-04-04,20.25,2022-04-01,20.25,,,,
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-11-14,17.64,2022-11-01,211.68,2022-10-01,196.32,2022-12-01,359.82
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-10-19,17.4,2022-10-01,52.2,2022-09-01,90.87,,
"7zai/c69uF/NhB95HgKuYw==",game 3,2022-09-07,19.65,2022-09-01,78.60,2022-08-01,75.15,2022-10-01,91.08
VTaIkhD9hJKcnvA6Kw5p9g==,game 3,2022-11-15,32.43,2022-11-01,194.58,2022-10-01,122.22,2022-12-01,153.60
"72brUr/DKItStlTen5pHYg==",game 3,2022-05-22,19.92,2022-05-01,79.68,,,2022-06-01,86.91
"75lEf3nSWLSf6GncqhR9gQ==",game 3,2022-03-16,14.1,2022-03-01,56.4,,,2022-04-01,65.97
iFFApiXZ2wPdS666BLpKZw==,game 3,2022-07-09,21.18,2022-07-01,42.36,2022-06-01,34.89,2022-08-01,36.84
IdKyooyTjAbvCA7p+ujKCw==,game 3,2022-08-11,16.89,2022-08-01,67.56,2022-07-01,84.45,2022-09-01,166.44
gT0iqDKuIXNm4ceMd9eZ1A==,game 3,2022-07-29,27.87,2022-07-01,55.74,,,2022-08-01,57.78
FLqAK4qKiMkvlLBgGwbBnQ==,game 3,2022-09-07,12.09,2022-09-01,36.27,2022-08-01,53.28,2022-10-01,48.15
+XPKfmhBmI2NdGQ96Iaysg==,game 3,2022-07-03,16.98,2022-07-01,16.98,,,2022-08-01,18.48
PzG6g7FMYUPp0RMvXhfesQ==,game 3,2022-09-04,22.86,2022-09-01,22.86,,,2022-10-01,19.23
dpfu6t8G4blqMn55KM8bSg==,game 3,2022-09-26,40.2,2022-09-01,1005.0,2022-08-01,460.65,2022-10-01,561.00
q8UcdT1sZCl07AqhDVz5ZA==,game 3,2022-08-07,31.59,2022-08-01,94.77,,,2022-09-01,61.98
"6NexxpTuLaFmuoksJ0l8rg==",game 3,2022-12-03,24.3,2022-12-01,24.3,,,,
BLnx9pj0y+SVkckLR/01qw==,game 3,2022-11-17,22.89,2022-11-01,91.56,2022-10-01,85.20,2022-12-01,57.48
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,2022-07-31,17.07,2022-07-01,85.35,2022-06-01,107.40,2022-08-01,76.05
RiIlY436bXNX8MIW9vUaAQ==,game 3,2022-10-13,23.52,2022-10-01,94.08,2022-09-01,79.08,,
f9cWBjiN4c8lXAkBhdqK6Q==,game 3,2022-10-13,22.89,2022-10-01,45.78,2022-09-01,46.26,2022-11-01,54.81
WDsSR+yQGqoMMBfCxqkZlw==,game 3,2022-11-14,13.41,2022-11-01,53.64,2022-10-01,71.91,,
dVTYjVpXbOM/sOgCq4CV0g==,game 3,2022-08-28,15.12,2022-08-01,75.60,,,2022-09-01,127.20
qEF/fPDQLJPXIx6RiSIP1A==,game 3,2022-09-04,23.34,2022-09-01,46.68,2022-08-01,48.51,2022-10-01,35.34
eCd4MBHIR4qUWapg05TFLQ==,game 3,2022-10-15,37.56,2022-10-01,37.56,2022-09-01,22.92,2022-11-01,12.93
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-08-09,20.58,2022-08-01,123.48,2022-07-01,159.93,2022-09-01,108.30
RQBsCvxlogTNUidSygqgcQ==,game 3,2022-11-13,13.23,2022-11-01,13.23,,,,
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,2022-10-05,20.28,2022-10-01,20.28,2022-09-01,19.56,,
hJC/g1L2PFnPlGoqsvD2/g==,game 3,2022-11-29,18.99,2022-11-01,37.98,2022-10-01,28.95,,
qEF/fPDQLJPXIx6RiSIP1A==,game 3,2022-05-20,21.84,2022-05-01,43.68,,,2022-06-01,32.04
hi1ErLiMLDP0HWvMqLKv6g==,game 3,2022-07-20,24.78,2022-07-01,49.56,,,2022-08-01,32.13
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-10-14,12.69,2022-10-01,114.21,2022-09-01,252.66,,
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-04-15,28.05,2022-04-01,56.10,2022-03-01,34.92,2022-05-01,54.27
gT0iqDKuIXNm4ceMd9eZ1A==,game 3,2022-07-10,31.32,2022-07-01,62.64,,,2022-08-01,57.78
q8UcdT1sZCl07AqhDVz5ZA==,game 3,2022-09-06,21.0,2022-09-01,105.0,2022-08-01,115.14,2022-10-01,165.0
UNcp1RmIObUiGNqLDHjNVw==,game 3,2022-08-01,25.47,2022-08-01,76.41,,,2022-09-01,69.84
pz7LUOs9i7xgncmHVxQvOw==,game 3,2022-07-18,25.38,2022-07-01,76.14,2022-06-01,89.61,2022-08-01,109.71
B4b6v6eUHvAVOeAQk6EEiw==,game 3,2022-04-13,16.8,2022-04-01,16.8,2022-03-01,15.3,,
iFnn4bfYgNs8OS5MCcLjeA==,game 3,2022-09-10,13.74,2022-09-01,41.22,,,2022-10-01,61.77
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-10-31,16.44,2022-10-01,65.76,2022-09-01,141.96,2022-11-01,72.93
+Awa0l8QDZ6iKBSRiA6dRQ==,game 3,2022-11-11,13.44,2022-11-01,26.88,2022-10-01,69.90,,
BOcGlFXXESDUbttxDzQIQw==,game 3,2022-08-29,17.49,2022-08-01,104.94,,,2022-09-01,99.45
fq8oNQ55zdVqL3GK0IjuYg==,game 3,2022-10-24,16.83,2022-10-01,16.83,,,,
mY631USB1Y3/I1dHNhoEyA==,game 3,2022-11-18,15.3,2022-11-01,30.6,,,2022-12-01,36.36
zSepnWFgLH0tQb1s4mxKZQ==,game 3,2022-06-02,25.56,2022-06-01,25.56,2022-05-01,16.05,2022-07-01,14.4
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-08-21,16.92,2022-08-01,270.72,2022-07-01,426.36,2022-09-01,304.08
VAduzk1Og0uicXfMLD3VbQ==,game 3,2022-09-24,12.93,2022-09-01,103.44,2022-08-01,170.88,2022-10-01,160.08
c5qsNfxhW80Ws3aBXDa1nA==,game 3,2022-11-16,26.16,2022-11-01,104.64,2022-10-01,83.16,2022-12-01,57.12
jQW6YmVUlZdePPY7F9NgMg==,game 3,2022-11-19,14.58,2022-11-01,29.16,2022-10-01,40.92,,
YC2fZQTQXV2UR1/WHDrVqw==,game 3,2022-12-01,14.79,2022-12-01,88.74,2022-11-01,113.22,,
B8zuTsAC2iJ98u2nlv/fUw==,game 3,2022-05-04,12.3,2022-05-01,12.3,,,,
FbbhrtuL39vfmatF2ObVfA==,game 3,2022-11-21,24.54,2022-11-01,98.16,2022-10-01,114.09,2022-12-01,58.68
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-10-15,15.63,2022-10-01,62.52,,,2022-11-01,76.14
mTha7D/MRe45dQaUAEKV3g==,game 3,2022-08-18,14.73,2022-08-01,14.73,,,,
Y/nf8iBu/UCaNAuIRRjVwA==,game 3,2022-04-04,20.43,2022-04-01,20.43,2022-03-01,24.27,2022-05-01,15.33
BJlqmsfEshc/QjsD7VgEjg==,game 3,2022-04-15,14.28,2022-04-01,14.28,,,,
cjAwQwy//1xm2O5pNRveqw==,game 3,2022-10-09,28.44,2022-10-01,85.32,,,2022-11-01,84.24
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-09-26,23.28,2022-09-01,1466.64,2022-08-01,1435.35,2022-10-01,1178.28
prNQwR2IPPsvGpFgOpcGaQ==,game 3,2022-03-28,15.66,2022-03-01,15.66,,,,
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-08-29,13.29,2022-08-01,837.27,2022-07-01,1497.42,2022-09-01,1768.62
to3TWHIKMGoINAlfTdWn+w==,game 3,2022-06-27,17.34,2022-06-01,17.34,,,2022-07-01,15.87
B4b6v6eUHvAVOeAQk6EEiw==,game 3,2022-08-30,42.72,2022-08-01,128.16,2022-07-01,62.37,2022-09-01,44.67
"1BBMagZRq/39AV1l2rm4Iw==",game 3,2022-10-31,30.36,2022-10-01,212.52,2022-09-01,243.6,2022-11-01,148.14
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-12-01,21.33,2022-12-01,42.66,2022-11-01,68.97,,
Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,2022-07-18,21.81,2022-07-01,87.24,,,2022-08-01,73.20
SyWxmJ+Ha8K2C9UJt8blVA==,game 3,2022-09-27,33.09,2022-09-01,33.09,,,2022-10-01,29.67
HRBsRwGu5mkTvZBTNpA0tQ==,game 3,2022-04-03,23.04,2022-04-01,23.04,,,2022-05-01,20.85
VAduzk1Og0uicXfMLD3VbQ==,game 3,2022-12-11,21.3,2022-12-01,21.3,,,,
V7J42heW8l19wiBJ8UpRyw==,game 3,2022-08-25,33.51,2022-08-01,134.04,2022-07-01,135.12,2022-09-01,108.48
"787jk0VnxM8/sv/0TkvO6A==",game 3,2022-08-10,15.84,2022-08-01,31.68,2022-07-01,42.96,2022-09-01,50.61
BJlqmsfEshc/QjsD7VgEjg==,game 3,2022-06-19,15.63,2022-06-01,15.63,,,,
G9053rs6jbKItKUhrUdLew==,game 3,2022-08-13,17.55,2022-08-01,52.65,2022-07-01,141.03,2022-09-01,64.95
+Awa0l8QDZ6iKBSRiA6dRQ==,game 3,2022-11-01,29.64,2022-11-01,59.28,2022-10-01,69.90,,
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-12-27,29.1,2022-12-01,58.2,2022-11-01,33.57,,
Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,2022-07-29,14.4,2022-07-01,28.8,2022-06-01,35.52,2022-08-01,36.54
ojVPXYZw2oeGtcmG7LcLGA==,game 3,2022-05-26,27.36,2022-05-01,109.44,2022-04-01,85.32,2022-06-01,98.37
Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,2022-12-28,26.16,2022-12-01,26.16,2022-11-01,25.47,,
RiIlY436bXNX8MIW9vUaAQ==,game 3,2022-09-10,16.02,2022-09-01,32.04,2022-08-01,25.29,2022-10-01,47.04
ZmjMhgyYl6o8iFq964FEWg==,game 3,2022-09-08,19.98,2022-09-01,159.84,2022-08-01,163.68,2022-10-01,167.04
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-07-12,23.1,2022-07-01,646.8,2022-06-01,579.00,2022-08-01,732.90
PydH3c1l9bUvwz7hsiaBOg==,game 3,2022-08-24,32.55,2022-08-01,65.10,,,2022-09-01,55.17
xVwGwMaEG1yZydv5VIfEQA==,game 3,2022-10-24,24.78,2022-10-01,148.68,2022-09-01,125.94,2022-11-01,101.7
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-08-29,32.31,2022-08-01,290.79,,,2022-09-01,220.08
Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,2022-10-04,22.65,2022-10-01,22.65,,,,
orbgZNBGuhZZx63HTAbyIw==,game 3,2022-06-22,18.9,2022-06-01,340.2,2022-05-01,467.91,2022-07-01,414.90
iFFApiXZ2wPdS666BLpKZw==,game 3,2022-03-31,26.85,2022-03-01,80.55,,,2022-04-01,49.92
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-10-24,17.73,2022-10-01,53.19,2022-09-01,54.15,,
T+RA0/fgzbUBLF89D4AEDA==,game 3,2022-06-18,15.21,2022-06-01,45.63,,,2022-07-01,65.79
q8UcdT1sZCl07AqhDVz5ZA==,game 3,2022-08-15,20.04,2022-08-01,60.12,,,2022-09-01,61.98
UFVjte0RzYKTngAiVvjqPQ==,game 3,2022-12-08,14.07,2022-12-01,28.14,2022-11-01,27.42,,
c5qsNfxhW80Ws3aBXDa1nA==,game 3,2022-10-01,14.25,2022-10-01,42.75,2022-09-01,71.82,2022-11-01,78.48
xSi5UajdkNHXppWOTm6g8w==,game 3,2022-11-10,23.7,2022-11-01,474.0,2022-10-01,620.64,2022-12-01,450.60
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-05-18,30.39,2022-05-01,638.19,2022-04-01,407.40,2022-06-01,434.25
dxXTsxsoGNYPn+1rVBAUww==,game 3,2022-08-28,13.98,2022-08-01,13.98,,,2022-09-01,16.05
GOl6BQXsy0zvbvIWIoKEQw==,game 3,2022-05-24,40.8,2022-05-01,40.8,,,,
VAduzk1Og0uicXfMLD3VbQ==,game 3,2022-09-26,16.56,2022-09-01,132.48,2022-08-01,170.88,2022-10-01,160.08
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-08-12,22.23,2022-08-01,44.46,2022-07-01,45.96,,
rw8yxS9+t5PvgINa7EhMvQ==,game 3,2022-09-21,18.72,2022-09-01,56.16,2022-08-01,42.51,,
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-10-19,21.18,2022-10-01,1334.34,2022-09-01,1540.56,2022-11-01,1449.90
"3KHhqZr7/1n2+bTP13WuXA==",game 3,2022-08-23,20.19,2022-08-01,40.38,,,2022-09-01,48.27
fvYhEtD56gROaXqCi9/z/Q==,game 3,2022-08-28,33.36,2022-08-01,200.16,2022-07-01,145.14,2022-09-01,156.96
RQBsCvxlogTNUidSygqgcQ==,game 3,2022-11-27,14.07,2022-11-01,14.07,,,,
Wi8qtp9drPDZD0laCPi2Ng==,game 3,2022-12-14,13.14,2022-12-01,13.14,,,,
"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,2022-10-06,21.87,2022-10-01,21.87,2022-09-01,12.12,2022-11-01,15.99
Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,2022-08-28,16.23,2022-08-01,48.69,2022-07-01,65.43,2022-09-01,72.54
Lug+Yg90jslWgHEN6dc+Ng==,game 3,2022-07-14,15.75,2022-07-01,47.25,2022-06-01,55.98,2022-08-01,58.50
prNQwR2IPPsvGpFgOpcGaQ==,game 3,2022-07-14,15.3,2022-07-01,15.3,,,,
gT0iqDKuIXNm4ceMd9eZ1A==,game 3,2022-07-08,14.19,2022-07-01,28.38,,,2022-08-01,57.78
HQB3hZuYcu0z8jVIl5bbug==,game 3,2022-10-10,16.56,2022-10-01,16.56,,,2022-11-01,12.81
wDXJbTe2RLmAMKsPm5zZDg==,game 3,2022-05-30,19.53,2022-05-01,156.24,,,2022-06-01,204.48
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-10-12,13.44,2022-10-01,40.32,,,2022-11-01,49.92
VAduzk1Og0uicXfMLD3VbQ==,game 3,2022-10-09,18.24,2022-10-01,127.68,2022-09-01,122.01,,
B4b6v6eUHvAVOeAQk6EEiw==,game 3,2022-06-27,16.23,2022-06-01,16.23,,,2022-07-01,20.79
qmZRB16NnnCdNHWUcSyVDQ==,game 3,2022-11-30,27.18,2022-11-01,54.36,,,2022-12-01,41.94
G9053rs6jbKItKUhrUdLew==,game 3,2022-12-03,17.22,2022-12-01,86.10,2022-11-01,103.92,,
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-04-29,25.08,2022-04-01,300.96,2022-03-01,397.08,2022-05-01,245.88
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-08-14,27.27,2022-08-01,1718.01,2022-07-01,1497.42,2022-09-01,1768.62
"1dvc3uv3gFy83YY5oJeFkQ==",game 3,2022-08-19,22.44,2022-08-01,22.44,,,,
eoqO46DzxSrKA2rredUNyQ==,game 3,2022-10-19,14.04,2022-10-01,14.04,2022-09-01,13.89,,
f9cWBjiN4c8lXAkBhdqK6Q==,game 3,2022-11-20,29.04,2022-11-01,116.16,2022-10-01,111.36,,
RwtKwrRSrVpyAMRaDyhr8g==,game 3,2022-06-29,26.28,2022-06-01,26.28,2022-05-01,24.06,,
xiXTXOEbWU+HnGOUmgc9/w==,game 3,2022-03-23,24.18,2022-03-01,120.90,,,2022-04-01,99.84
d7kiN4CYGndV2/L4yQeZ4g==,game 3,2022-09-24,26.64,2022-09-01,159.84,2022-08-01,127.80,2022-10-01,120.24
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-05-03,17.52,2022-05-01,367.92,2022-04-01,407.40,2022-06-01,434.25
V7J42heW8l19wiBJ8UpRyw==,game 3,2022-08-28,25.02,2022-08-01,100.08,2022-07-01,135.12,2022-09-01,108.48
wRHnn4opzbqIBjFFNpBJtw==,game 3,2022-11-20,16.8,2022-11-01,16.8,2022-10-01,13.59,,
WSQTlRZJRg4Rb+rqe56nJg==,game 3,2022-08-29,12.48,2022-08-01,49.92,2022-07-01,67.50,2022-09-01,61.02
dVTYjVpXbOM/sOgCq4CV0g==,game 3,2022-09-14,36.63,2022-09-01,219.78,2022-08-01,123.93,2022-10-01,151.08
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-09-03,21.96,2022-09-01,65.88,2022-08-01,58.92,,
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-04-28,20.31,2022-04-01,81.24,2022-03-01,84.06,2022-05-01,133.14
"7Em69vKH6zh6HgArCzG0+w==",game 3,2022-12-22,29.7,2022-12-01,29.7,,,,
YC2fZQTQXV2UR1/WHDrVqw==,game 3,2022-12-09,31.32,2022-12-01,187.92,2022-11-01,113.22,,
TamEW7rhOwxDSDgAWZHDnQ==,game 3,2022-11-13,28.5,2022-11-01,28.5,2022-10-01,12.0,2022-12-01,21.6
er3/fOrRpmyqiRaC0CaFcg==,game 3,2022-06-26,15.69,2022-06-01,31.38,2022-05-01,94.44,2022-07-01,39.87
ildaqkizLaFesmkjCvlzmQ==,game 3,2022-06-16,18.03,2022-06-01,18.03,,,2022-07-01,17.07
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,2022-03-29,22.86,2022-03-01,68.58,,,2022-04-01,56.16
ZmjMhgyYl6o8iFq964FEWg==,game 3,2022-05-28,27.0,2022-05-01,216.0,2022-04-01,226.80,2022-06-01,137.16
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-08-07,12.93,2022-08-01,64.65,,,2022-09-01,85.05
BJlqmsfEshc/QjsD7VgEjg==,game 3,2022-04-17,16.38,2022-04-01,16.38,,,,
"7RkS5ikrXwWByJobMXv2sA==",game 3,2022-10-25,25.89,2022-10-01,103.56,,,2022-11-01,87.75
sQqTFx1o31w2foAIr2LKNw==,game 3,2022-09-19,32.64,2022-09-01,65.28,2022-08-01,35.79,2022-10-01,33.72
MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,2022-08-06,21.87,2022-08-01,21.87,,,2022-09-01,27.54
"787jk0VnxM8/sv/0TkvO6A==",game 3,2022-03-17,28.08,2022-03-01,84.24,,,2022-04-01,53.49
V7J42heW8l19wiBJ8UpRyw==,game 3,2022-12-08,33.24,2022-12-01,33.24,2022-11-01,22.29,,
"7zbxKst2yi3pfdVI8iEChw==",game 3,2022-06-22,13.05,2022-06-01,13.05,,,,
xiXTXOEbWU+HnGOUmgc9/w==,game 3,2022-04-11,21.99,2022-04-01,87.96,2022-03-01,96.72,2022-05-01,73.29
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-07-16,25.44,2022-07-01,152.64,2022-06-01,94.14,2022-08-01,146.76
FnaqKQlPHm2pH1+S+K+Gfg==,game 3,2022-11-12,14.25,2022-11-01,14.25,2022-10-01,15.48,2022-12-01,23.85
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-09-28,12.54,2022-09-01,37.62,2022-08-01,58.92,,
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-09-01,27.54,2022-09-01,3084.48,2022-08-01,2269.05,2022-10-01,2538.72
V7J42heW8l19wiBJ8UpRyw==,game 3,2022-09-17,29.55,2022-09-01,177.30,2022-08-01,146.82,2022-10-01,169.92
"3rCdNEPkh3vwmYB0BVadEw==",game 3,2022-08-22,17.34,2022-08-01,17.34,2022-07-01,21.87,,
"7zai/c69uF/NhB95HgKuYw==",game 3,2022-07-06,21.36,2022-07-01,85.44,,,2022-08-01,75.15
VzxrkGURuahRUx/43mjAFQ==,game 3,2022-07-24,17.16,2022-07-01,34.32,,,2022-08-01,39.48
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-10-07,17.49,2022-10-01,209.88,2022-09-01,237.24,2022-11-01,235.80
WAdVK2sJHdBL0bCFyVa0ww==,game 3,2022-04-23,24.09,2022-04-01,24.09,,,,
F9Jtg6+0qPUKWDgBJxG8cA==,game 3,2022-04-27,23.73,2022-04-01,23.73,,,,
o55dseByUOl9s5IQCz1kuQ==,game 3,2022-07-20,15.03,2022-07-01,15.03,2022-06-01,13.26,2022-08-01,15.42
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-10-20,32.01,2022-10-01,96.03,2022-09-01,90.87,,
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-10-04,12.93,2022-10-01,155.16,2022-09-01,237.24,2022-11-01,235.80
nklUUkirU5GYU5ZtNOgx8w==,game 3,2022-10-05,12.0,2022-10-01,24.0,,,2022-11-01,31.08
qEF/fPDQLJPXIx6RiSIP1A==,game 3,2022-09-15,22.5,2022-09-01,45.0,2022-08-01,48.51,2022-10-01,35.34
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-11-03,23.79,2022-11-01,333.06,2022-10-01,304.86,2022-12-01,341.25
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-07-27,37.2,2022-07-01,111.6,2022-06-01,86.49,,
Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,2022-10-09,31.02,2022-10-01,93.06,2022-09-01,72.54,,
B4b6v6eUHvAVOeAQk6EEiw==,game 3,2022-09-29,16.02,2022-09-01,96.12,2022-08-01,194.40,2022-10-01,118.56
